iso3,Year,EG.ELC.ACCS.ZS,EN.POP.DNST,SH.XPD.PVTD.PP.CD,SL.IND.EMPL.ZS,SL.TLF.TOTL.FE.ZS,SuicideRatesPer100k
CUB,2012,98.3,105.984819360707,246.923666520196,19.1872935194898,39.2688797151172,10.69
CUB,2013,98.5,108.40689886778,273.136125017619,17.2054206181964,39.5173788041359,10.61
CUB,2014,98.7,108.496202653336,261.36320289864,16.8872930861265,39.6407054879472,10.17
CUB,2015,99.0,108.309942363112,307.358174397626,16.7862881310124,39.961841037562,10.35
CUB,2016,99.2,108.2815455594,258.06262296778,16.8445808153936,40.0038638010142,9.72
CUB,2017,99.4,108.360587668593,266.065372489998,16.7284749710796,40.1059337071131,10.56
CUB,2018,99.6,108.16105973025,280.066630970017,16.6470792670977,40.221426052219,10.02
CUB,2019,99.8,107.927225433526,279.719242094218,16.3126410117894,40.1680620756744,9.52
CUB,2020,99.9,107.672003853565,234.006073922324,16.0457298277042,39.9589128869259,9.87
CUB,2021,100.0,107.149980732177,257.669588237062,16.1401679422621,39.8963466254102,9.22
CYP,2000,100.0,102.561363636364,663.274076834941,23.7698432381236,40.3625067761955,1.84
CYP,2001,100.0,104.342748917749,708.298541295585,23.6946483146318,41.4135381480197,1.88
CYP,2002,100.0,106.21645021645,746.246691621674,23.1816536902164,41.8898878099052,1.93
CYP,2003,100.0,108.180735930736,763.884677098391,22.8750889828734,42.2226057361192,1.94
CYP,2004,100.0,110.159632034632,821.511097646586,23.9909872599712,42.0573155636082,0.84
CYP,2005,100.0,112.137554112554,881.76677566489,24.0471547597944,41.9269340837819,2.14
CYP,2006,100.0,114.114502164502,936.431728638627,22.6451443416329,42.5418703481259,3.04
CYP,2007,100.0,116.094588744589,1002.62151798372,22.5193779609113,43.2919766621234,2.7
CYP,2008,100.0,118.076406926407,1229.49519089904,23.0456745333635,43.699909897093,5.41
CYP,2009,100.0,120.061796536797,1264.22654427902,21.8217190854892,44.1292429161115,3.99
CYP,2010,100.0,122.058008658009,1176.61379657618,20.4026981594089,44.6800261576682,4.54
CYP,2011,100.0,124.079329004329,1124.18840033977,20.8978262030657,44.6943113708664,3.79
CYP,2012,100.0,126.125216450216,1111.31930858134,20.1707042232976,44.3281883605007,5.11
CYP,2013,100.0,128.127164502165,1119.68145218322,17.5626412572553,44.4804975006888,5.3
CYP,2014,100.0,130.065043290043,1171.62717693446,16.5175316133335,45.2995359895693,4.92
CYP,2015,100.0,131.980735930736,1232.5187593416,16.2250991736721,45.7734063282917,4.34
CYP,2016,100.0,133.88658008658,1384.02657708386,17.0502989714135,45.4424114091288,4.56
CYP,2017,100.0,135.744047619048,1486.55169762744,17.0473161640347,45.5250023570452,4.0
CYP,2018,100.0,137.525649350649,1610.2697164181,16.6609555014168,45.3779010254788,5.05
CYP,2019,100.0,139.250108225108,1435.86290621925,18.4348211112249,45.2397432186599,3.9
CYP,2020,100.0,140.935822510823,1051.66248118179,19.5112800647287,44.7250903763911,3.3
CYP,2021,100.0,142.565909090909,830.666547287247,17.915479875251,44.6115472185408,2.67
CZE,2000,100.0,132.717264138734,104.332750466514,40.2964562719574,44.2972699032443,13.47
CZE,2001,100.0,132.219554807817,129.517998363339,40.2539144171352,44.2461778697893,13.23
CZE,2002,100.0,131.96474699107,134.410828001648,40.1017734956952,44.0655083489889,12.45
CZE,2003,100.0,131.926983305293,159.599756687538,40.0460603489287,44.1430112965051,13.78
CZE,2004,100.0,131.984222107171,164.83748642507,40.2329516248033,44.0587325090824,13.24
CZE,2005,100.0,132.166916903961,207.236888145182,40.3947687974843,43.9616533407433,12.7
CZE,2006,100.0,132.542459546926,214.094064758432,40.5260387664349,43.9128059139627,11.57
CZE,2007,100.0,133.318161812298,256.14560567727,40.6374200654725,43.5560348648705,11.34
CZE,2008,100.0,134.445921802175,337.891086895814,40.5255439043335,43.3240213855156,11.4
CZE,2009,100.0,135.214085965821,345.040569829629,38.5713177201047,43.3647700404241,11.87
CZE,2010,100.0,135.626181535673,318.734001677191,37.9871714619411,43.3043703343595,11.98
CZE,2011,100.0,135.90687556649,338.716360720393,38.4526278046565,43.5513024559219,12.97
CZE,2012,100.0,136.097177262722,342.114149285011,38.1239970525626,43.7520817829007,13.09
CZE,2013,100.0,136.159958559959,358.902717466027,37.5114648056328,44.0090123149563,12.78
CZE,2014,100.0,136.30337995338,396.303783394619,38.0395055487515,43.9036657660262,11.74
CZE,2015,100.0,136.589288952208,389.452067212086,38.0254717011159,44.1357917642464,10.48
CZE,2016,100.0,136.851858567543,413.979886275665,38.0713323603149,44.2490463349851,10.43
CZE,2017,100.0,137.21587877218,441.706531686552,38.0577793006004,44.3647377679929,11.24
CZE,2018,100.0,137.675534257221,471.919378500338,37.4975564607749,44.4992053815741,10.92
CZE,2019,100.0,138.226810266108,528.513990314455,37.2499401801653,44.4471218766955,9.57
CZE,2020,100.0,138.575928842168,483.639095013708,37.2455185678113,44.2046027936282,9.91
CZE,2021,100.0,136.108349053848,618.181945868517,36.8203064362899,44.2875704230524,10.32
DEU,2000,100.0,235.596813297034,586.725256177526,33.5310743242849,43.781639513354,11.11
DEU,2001,100.0,236.027300085985,615.159358368146,32.7815565372497,44.1542747472394,11.1
DEU,2002,100.0,236.451570830706,659.404098744272,32.3668178966069,44.4313931371859,11.05
DEU,2003,100.0,236.616427281328,702.874124762092,31.37774488982,44.7539332906337,10.82
DEU,2004,100.0,236.592195429653,766.259562573839,31.2532097841813,44.8366592941899,10.43
DEU,2005,100.0,236.464680582636,797.191970490601,29.8404864503707,45.037718467285,9.84
DEU,2006,100.0,236.225197866483,860.506572118486,29.6524872786833,45.4014484954067,9.3
DEU,2007,100.0,235.943361918146,905.511929952418,29.8965119027746,45.6390989388751,8.96
DEU,2008,100.0,235.522178240542,956.923247511042,29.3432225108137,45.4223035848423,9.06
DEU,2009,100.0,234.939637417171,1006.0803064878,28.7963879553932,45.9094330060469,9.13
DEU,2010,100.0,234.606908225034,1050.2304944874,28.3099934600273,45.7755529719498,9.55
DEU,2011,100.0,230.304633348634,1128.15206724678,28.2359740576418,46.3331907686789,9.32
DEU,2012,100.0,230.750625466231,1157.28218267045,28.1932371518742,46.1102625156838,9.06
DEU,2013,100.0,231.155712565925,1168.96524657522,27.778443199266,46.1824165824575,9.29
DEU,2014,100.0,232.108053883634,1194.29823171943,28.0524458193656,46.2597352645934,9.27
DEU,2015,100.0,234.152986871524,1234.29942395103,27.6900899187125,46.1974522433232,9.08
DEU,2016,100.0,235.712929356538,1292.85483640749,27.3817201800184,46.2396838705807,8.87
DEU,2017,100.0,236.588722557747,1344.17550328831,27.405240069354,46.3157707458762,8.4
DEU,2018,100.0,237.294012250272,1437.03010548505,27.3399862183204,46.2119025162633,8.5
DEU,2019,100.0,237.822954291766,1557.69855980216,27.1821282894814,46.2845280945456,8.21
DEU,2020,100.0,238.017318755545,1564.542782199,27.3718221770653,46.4249681089747,8.4
DEU,2021,100.0,238.118085806692,1672.18281505492,27.5018641500002,46.4180323865489,8.18
DJI,2002,49.7,34.3215703192407,37.1200818531058,4.40711478597632,25.0211423464706,9.53
DJI,2005,56.8,36.2022001725626,36.4647852954941,4.48453329835418,25.1889769141716,9.86
DJI,2007,57.2,37.7276962899051,37.1311958987239,4.65723404568252,25.5937476288034,9.73
DJI,2012,54.6,41.7060828300259,28.4249018386579,4.99091904509006,26.8514126973372,9.53
DJI,2013,58.6,42.4859361518551,26.8893441519748,5.07383566830746,27.1238810143259,9.7
DJI,2014,58.9,43.2578515962036,27.3024864159943,5.21927756295388,27.4311841433412,10.38
DJI,2015,59.1,44.0169542709232,27.5967551901849,5.37500769088784,27.7775503427446,10.2
DJI,2016,59.8,44.7650129421915,28.2998792385586,5.51967222992107,28.1576776437538,10.5
DJI,2017,60.2,45.5065142364107,30.0285343120617,5.63530225873419,28.5652440090957,10.68
DJI,2018,62.4,46.2416738567731,33.4259986037676,5.72723838307518,28.9915695990733,10.71
DJI,2019,64.7,46.9676013805004,35.2898625938132,5.84573207299312,29.4151342335588,10.41
DJI,2020,64.5,47.6785159620362,38.704757798102,5.79314121910577,29.3362254138062,10.34
DJI,2021,65.4,48.3713546160483,44.4593143270566,5.92374369724095,29.602462022645,10.13
DNK,2000,100.0,133.4904,393.098542571849,25.3380480625821,46.5587300611053,12.44
DNK,2001,100.0,133.969575,413.554601419643,25.3913362293556,46.6684761339679,12.37
DNK,2002,100.0,134.398275,432.424938371805,23.486351952492,46.5947156316851,11.37
DNK,2003,100.0,134.76435,442.139127514165,23.14646142385,46.4528307919211,10.46
DNK,2004,100.0,135.113075,488.723610099738,23.6924508955517,46.7001307380582,11.34
DNK,2005,100.0,135.4858,505.405124921511,23.8922205759863,46.8221649875218,11.02
DNK,2006,100.0,135.9318,553.134375195293,23.3310303686328,47.0300893860233,11.17
DNK,2007,100.0,136.53595,594.289085265452,23.5068039283613,46.9764743083975,9.68
DNK,2008,100.0,137.340525,629.442707475024,23.2551790441135,46.8035057243294,10.0
DNK,2009,100.0,138.077375,670.460414533185,20.5708950422794,47.0717418109982,9.64
DNK,2010,100.0,138.692075,719.264679432926,19.8658913270997,47.0966787688782,8.82
DNK,2011,100.0,139.2643,743.655953281058,20.0348603114118,47.1982752660935,9.57
DNK,2012,100.0,139.7893,738.464309009502,19.7687405038075,47.3959401342538,9.88
DNK,2013,100.0,140.3733,751.607899766664,19.6412360652166,47.5861148394054,8.98
DNK,2014,100.0,141.086875,770.431040428122,19.3701337554958,47.1826094290704,9.07
DNK,2015,100.0,142.087075,802.126039766443,19.4244575201056,46.8511420110263,8.2
DNK,2016,100.0,143.20025,845.927944706854,19.0482247718854,47.2433304738527,8.23
DNK,2017,100.0,144.1245,899.359024351671,18.938216546163,47.214044552662,8.19
DNK,2018,100.0,144.8409,945.261735135422,18.9097623482519,47.0726894383873,8.05
DNK,2019,100.0,145.36055,1006.80075482733,18.5459723414428,47.0023946041323,8.09
DNK,2020,100.0,145.7851,1099.96388221618,18.8885890877673,47.0852726370837,8.25
DNK,2021,100.0,146.418325,1186.02164059669,19.3351524471162,46.926476353051,7.63
DOM,2000,88.8,177.689712274891,201.803676097553,24.6425149107689,34.212527001563,5.17
DOM,2001,89.8,180.506789484579,204.951079703675,23.6262167794239,33.7636756031949,4.91
DOM,2002,89.7,183.238149451459,214.632043753281,21.5516750379144,35.0748984071208,4.74
DOM,2003,89.2,185.895673773546,216.062404187895,22.2106073307974,34.9026797346968,4.72
DOM,2004,90.3,188.468060442972,221.427628609111,23.1616254296067,34.763367152042,4.89
DOM,2005,90.1,190.954957565721,233.721510875015,22.5762086928985,35.4674715475469,5.17
DOM,2006,90.1,193.359200993583,229.206223184046,22.3561467967099,35.7636271387033,5.09
DOM,2007,96.9,195.728793210515,233.043334216918,22.4731246147059,35.5385995871037,4.95
DOM,2008,97.6,198.160422272821,244.812507297213,21.4511234559053,36.6904875480871,4.92
DOM,2009,97.9,200.688573794245,248.621080870552,18.2112091477736,35.453677276232,4.9
DOM,2010,98.1,203.274166839164,267.468088874869,18.4801247269406,37.1219026743499,4.74
DOM,2011,97.9,205.870854895467,267.763528088717,18.1686192023145,37.9393419030758,4.76
DOM,2012,97.9,208.453963982612,259.664538553747,18.5667837636862,38.4557889318776,5.38
DOM,2013,98.4,211.008755951149,259.375317163395,17.0941063181764,38.4761714245814,5.74
DOM,2014,98.5,213.527799627406,261.670432998584,17.7866395017968,38.5591379461748,6.53
DOM,2015,98.6,215.997288346098,279.634005146777,18.3653496128589,39.3031238118353,6.73
DOM,2016,98.9,218.410888014904,297.816071794672,19.0091654997415,39.571326939022,6.56
DOM,2017,100.0,220.799896501759,291.626514137133,19.4213662738447,39.7867698572831,6.9
DOM,2018,98.9,223.18470296005,276.415721806874,19.5885203194993,39.9311782558135,6.41
DOM,2019,99.0,226.026774543851,302.277469172049,18.8258092089173,40.8240224418947,5.99
DOM,2020,100.0,228.397349102723,293.228230703678,19.4778038830763,39.7981899480773,4.41
DOM,2021,98.1,230.786990834893,319.652181980048,20.2514357009119,40.977308174364,4.35
DZA,2000,98.6,12.9753428165963,82.7459329192536,24.7936602739347,13.2003753955994,4.16
DZA,2001,98.6,13.1547612249868,80.1684218229961,25.0099766000693,13.4124046610693,3.94
DZA,2002,98.6,13.3309408247752,85.7599198250381,24.8128770699032,13.657902830125,3.82
DZA,2003,98.6,13.5093746588628,84.1666998706795,24.680838651513,13.9341174453648,3.53
DZA,2004,98.6,13.6993483755574,107.590511733693,26.7845400122657,14.2268553836777,3.34
DZA,2005,98.6,13.9012860345798,113.2144701669,27.5410136814192,14.5525332761811,3.23
DZA,2006,98.7,14.1172025493967,124.59375936784,28.1358340014449,14.8940505219184,3.09
DZA,2007,98.7,14.3548061501255,141.904375674506,28.7854475218265,15.2650145371148,2.95
DZA,2008,99.3,14.6182878903659,148.352637172083,29.2720698365918,15.6546336501925,2.82
DZA,2009,98.8,14.901057630136,197.249970945955,29.8867116324071,16.0667771075902,2.69
DZA,2010,98.9,15.1940329339055,203.148390480467,30.3985762293825,16.144970816751,2.59
DZA,2011,99.0,15.4942924080714,207.440756816494,30.8573834136302,16.4348045898723,2.53
DZA,2012,98.8,15.8061610419273,230.672519982114,30.4840336140891,16.7506235283397,2.37
DZA,2013,99.2,16.1286164736705,245.371560790836,30.1454572585727,17.0939234373742,2.33
DZA,2014,99.3,16.4606678310815,258.844289468833,30.9704431939049,17.4657441262716,2.3
DZA,2015,99.4,16.8026368106356,268.600129749912,31.2525800551589,17.545082639305,2.23
DZA,2016,99.4,17.1516218598076,268.027699571139,31.3808814189587,17.3211421190996,2.14
DZA,2017,99.5,17.5037080018356,273.472303140975,30.9825147955302,17.1857214877658,2.14
DZA,2018,99.6,17.846203680417,274.847495142604,30.7168685656081,17.061013766909,2.18
DZA,2019,99.5,18.177688506013,288.016635413615,30.6508752968732,16.9518285165323,2.17
DZA,2020,99.7,18.4915534476671,297.07282659747,30.681877011901,16.9151161247313,1.85
DZA,2021,99.8,18.7934368178572,288.454621214877,30.9064851402032,17.0055822455524,2.32
ECU,2000,93.7,51.0919874375906,132.832167321676,23.2669902579347,36.5342146805597,5.87
ECU,2001,94.0,51.9839748751812,147.819056527055,19.8585229920054,37.0394830717072,6.07
ECU,2002,94.2,52.9009180222258,190.870079257989,21.7481478959038,37.5368012886145,5.8
ECU,2003,95.0,53.8424303430504,243.916746618999,18.6591967714572,38.0255664126632,6.57
ECU,2004,94.8,54.7942543082622,268.234219577241,18.0195299574271,39.4877328009861,7.32
ECU,2005,95.8,55.7503744564342,294.609897729721,17.6160662534529,39.1665506459853,8.79
ECU,2006,96.3,56.7165847962635,307.983367916736,18.5988688246461,39.1903739985136,8.18
ECU,2007,96.8,57.6935617651796,271.998376582734,18.6352610569565,39.3219496517283,8.83
ECU,2008,97.2,58.6857867611532,289.478180047042,18.7604707863184,39.5012851798811,8.62
ECU,2009,96.5,59.6954179416975,292.460913608562,18.8133681992425,39.2069385774385,8.97
ECU,2010,97.5,60.7050048316959,297.34542050403,18.4884294084343,38.7059751722778,8.17
ECU,2011,96.9,61.7097237880496,336.101436055513,17.9485559156547,38.4969116203714,8.41
ECU,2012,97.2,62.700088581092,342.118387657906,17.5200080382373,38.9002370308939,8.27
ECU,2013,98.0,63.6460299565147,327.682041663131,19.0807140703753,39.0523863890293,5.97
ECU,2014,99.0,64.5640360766629,305.565005856726,19.9549191021149,38.4625097814526,6.76
ECU,2015,98.8,65.4945442100177,353.634579379323,19.6595294312552,39.9135175908973,8.49
ECU,2016,98.7,66.4565107102593,319.975756715301,18.6248098027829,41.3268696194679,8.89
ECU,2017,99.2,67.4807497181511,335.528737468787,18.5525968133834,41.5886656918114,8.97
ECU,2018,98.7,68.6485223063295,337.08758773412,18.5264271906597,41.2311619422148,8.49
ECU,2019,99.1,69.8180906748269,343.843111735014,17.2140849641224,41.4672164742102,8.44
ECU,2020,98.9,70.6477089708488,358.422530914899,15.8680736592727,40.5515030043548,7.55
ECU,2021,100.0,71.1968674504751,357.888598027345,16.7482406981588,41.1852042552666,7.42
EGY,2000,97.7,73.4173328645336,182.854090303613,21.2973524350146,21.9298827059593,1.08
EGY,2001,97.4,74.9932482796725,211.014775842089,21.2672279214151,22.4781640579461,1.11
EGY,2002,97.5,76.587610628359,218.448335870254,20.5664559532296,20.9133330122792,1.12
EGY,2003,98.8,78.2094007735195,218.875635291643,19.75260794783,21.2908229380941,1.1
EGY,2004,97.8,79.8407182681199,210.554214150292,19.9568279637205,21.6726983595106,1.09
EGY,2005,99.4,81.4717002360741,225.504200543477,21.5123577120307,22.0630635055377,1.07
EGY,2006,99.0,83.0784097644281,224.897760296183,22.0976975854814,22.4692173297319,1.05
EGY,2007,98.4,84.6614345270983,223.579357639845,22.1646004030064,24.173360319846,1.03
EGY,2008,99.8,86.2572595308654,247.077212942339,22.9063061695995,22.8875465951425,1.03
EGY,2009,98.9,87.9015882264303,246.873722917509,23.7559540133308,23.7963960010739,1.04
EGY,2010,99.4,89.6037691496308,256.336129998712,25.3827090796603,23.3831568484771,1.05
EGY,2011,99.4,91.5094268923602,270.049669393616,23.5724005902912,23.0048465211576,1.1
EGY,2012,99.7,93.5868210357125,343.720809986081,24.8599367328579,23.1124426506186,1.16
EGY,2013,99.9,95.7693033301522,361.107881926099,24.1103495850811,23.6518332936099,1.15
EGY,2014,99.8,97.9744376914963,350.741409797415,24.4071478016027,23.9722513685509,1.09
EGY,2015,99.3,100.052581244663,390.919925871933,25.0832127334131,24.1933511374404,1.1
EGY,2016,100.0,102.109185795369,380.021270542854,25.5026400445409,24.6636639603665,1.06
EGY,2017,100.0,104.170030639409,396.509077223561,26.5571898781362,24.6046338255388,1.01
EGY,2018,100.0,106.165145411623,384.475241475364,26.8593625105772,21.2024259888103,1.0
EGY,2019,100.0,108.044761665578,392.48701269482,28.6055618887601,18.7363479936266,1.02
EGY,2020,100.0,109.814781254709,346.161295422237,28.4964378187065,17.5022933763181,0.88
EGY,2021,100.0,111.464169973379,376.368354427657,28.3550865344657,18.0798428446923,0.73
ERI,2000,29.3,22.2478316831683,47.3411939093715,7.74142742197798,47.7884194887737,24.56
ERI,2001,30.3,22.8918712871287,46.0612909968213,8.00757575757576,47.7880350782055,23.3
ERI,2002,32.2,23.6928514851485,43.2892778068144,8.12130626795521,47.8065241844769,23.29
ERI,2003,32.4,24.6921089108911,38.263438388911,8.07934921627488,47.8507547260588,21.83
ERI,2004,33.4,21.4765054072847,32.9969008747959,8.21326902390161,47.8934990248622,21.91
ERI,2005,34.5,21.9889099906246,33.4675212966774,8.33287370812486,47.8645076013395,22.03
ERI,2006,35.6,22.3422474247986,33.0887753095493,8.41735020350625,47.7986544115008,22.13
ERI,2007,36.7,22.6651485964038,33.2222677087442,8.4980243903272,47.7377730590107,21.84
ERI,2008,37.8,23.2643755206101,24.4795999829684,8.3528798756079,47.7231580189361,21.95
ERI,2009,38.9,23.8530992984597,31.2316893202773,8.46965775648949,47.7303275169723,22.56
ERI,2010,40.1,24.3272910774296,32.4139598768996,8.46540772356152,47.723383549495,22.25
ERI,2011,41.2,24.7626561652109,32.8072642808254,8.67905770009803,47.7457138353949,21.81
ESP,2000,100.0,81.2983246492986,417.422050569522,30.8266249861375,39.4482357673473,6.56
ESP,2001,100.0,81.9433763941266,448.006638062345,31.4590277479535,38.8392521353379,6.08
ESP,2002,100.0,83.0225192369349,480.096609990421,31.0388453672646,40.0008677174261,6.32
ESP,2003,100.0,84.5088139260031,552.119715002919,30.7140279924269,40.4712675171918,6.41
ESP,2004,100.0,85.9848050803317,578.700496999944,30.2069804678419,40.9966819100766,6.43
ESP,2005,100.0,87.4654972049129,612.166431882973,29.569894936777,41.3606758529232,5.99
ESP,2006,100.0,88.9761493446631,676.932112140822,29.4034975636916,41.8777674074371,5.63
ESP,2007,100.0,90.6149005229308,719.323996940692,29.1098386747453,42.2913864509154,5.45
ESP,2008,100.0,92.1293223736969,749.550306843045,27.8299246550536,42.907063856931,5.84
ESP,2009,100.0,92.9750651746681,730.529961827965,24.584174120249,43.7319646528669,5.71
ESP,2010,100.0,93.1519309613808,739.623583714197,22.9748586259284,44.3012746850849,5.13
ESP,2011,100.0,93.5078358806114,775.958940366532,21.760180640387,44.8425808730637,5.16
ESP,2012,100.0,93.5068371284061,809.12198800216,20.6724167122068,45.4070552008946,5.69
ESP,2013,100.0,93.2009456028468,850.662040488296,19.7507562684669,45.6356334195955,6.22
ESP,2014,100.0,92.9227364506907,905.478142348059,19.4509003339979,45.8244519202761,6.28
ESP,2015,100.0,92.9526859210545,913.610627505792,19.9040692925663,45.9363229329257,5.72
ESP,2016,100.0,93.0492629572988,950.416616030879,19.6063089932208,46.0855880818168,5.62
ESP,2017,100.0,93.2709101549633,1044.80487453921,20.057940222031,46.1613870018172,5.78
ESP,2018,100.0,93.6697920792501,1094.00736534889,20.333708548559,46.149248992239,5.55
ESP,2019,100.0,94.3508089023978,1183.13070843726,20.4301598255373,46.3084669160439,5.82
ESP,2020,100.0,94.815383748924,1122.80921752714,20.5303286578845,46.2959441257968,6.04
ESP,2021,100.0,94.8822087969797,1182.64395529313,20.1879467752932,46.7708715208445,6.21
EST,2000,100.0,32.9555319650861,117.34121021539,34.9923714556216,48.6228665090046,25.18
EST,2001,100.0,32.7462845010616,108.149787311325,33.7535816618911,48.8247148756489,26.08
EST,2002,100.0,32.5395140363293,130.571969273452,29.8007636826474,48.7844170836699,24.51
EST,2003,100.0,32.3359282849729,162.395672711547,30.6995253072155,48.430718307941,22.61
EST,2004,100.0,32.1431941495636,199.969107859242,33.9540152778189,49.1211447698152,22.01
EST,2005,100.0,31.9597782495872,226.762200089358,34.0741506332098,49.6639560357952,18.92
EST,2006,100.0,31.7718801604152,240.174753834531,33.5410662326926,49.1329296241348,16.78
EST,2007,100.0,31.6272705826846,283.663684210549,35.127995824508,48.5493546575255,17.71
EST,2008,100.0,31.5425807973579,324.864356889616,35.2671203523308,48.701130763373,16.48
EST,2009,100.0,31.4818353385232,326.299489041142,31.4417826849072,48.9201260518229,17.87
EST,2010,100.0,31.4101203113942,353.937444711635,30.3176545462856,49.4078195929126,14.89
EST,2011,100.0,31.3149091766926,365.318938032175,32.4345082478468,49.261890392432,14.01
EST,2012,100.0,31.2030195800896,387.016225149517,31.1035343521871,49.022305729597,15.33
EST,2013,100.0,30.3196917414309,438.015351002887,30.2735559376613,48.931242404069,14.16
EST,2014,100.0,30.2402806533241,464.589508338017,30.1481611712244,48.3211499423282,15.86
EST,2015,100.0,30.26011042098,491.847047637459,31.2664876670294,48.7308269575722,13.2
EST,2016,100.0,30.2689210950081,533.230767280727,30.2161772429632,48.4846160858599,11.81
EST,2017,100.0,30.816,591.666973232117,30.1738307288655,48.5263000957618,14.22
EST,2018,100.0,30.9234385964912,644.245188737632,30.1573939939705,48.421943236106,12.08
EST,2019,100.0,31.0385497076023,692.053915797132,29.3757243586388,48.5874084735501,12.83
EST,2020,100.0,31.0999298245614,697.990809440887,29.7145926039589,48.4052859662024,14.52
EST,2021,100.0,31.1329122807018,806.794994134856,29.0204281953327,48.7800056882821,12.46
ETH,2000,12.7,67.411494,8.78980567292812,6.63606412842171,46.2888109109423,14.49
ETH,2001,10.2,69.487762,9.68030422660733,6.81511370324211,46.1960474697583,14.11
ETH,2002,11.9,71.635517,10.3494298049007,6.89047587974242,46.1224723525596,13.81
ETH,2003,13.5,73.832663,9.49995527719823,6.9161210275469,46.0651102518365,13.47
ETH,2004,15.2,67.4086372526321,9.54210943989018,7.18732083198655,46.0225984756247,13.1
ETH,2005,14.0,69.4377847665754,9.12641341033417,7.36196706370833,45.9944245655811,12.63
ETH,2006,18.6,71.5067748631684,13.1312674639715,7.44946219996242,45.9772792287907,12.16
ETH,2007,20.3,73.6318622061839,15.4045460482021,7.56270063422343,45.9700849526539,11.86
ETH,2008,22.0,75.7983969601131,14.9034890437825,7.69387688999424,45.972061919705,11.67
ETH,2009,23.7,77.9802631357432,19.5869865540332,7.79707184922978,45.9803303314217,11.36
ETH,2010,25.5,80.224030211657,26.282651574974,7.96940817464546,45.9926450800883,11.1
ETH,2011,23.0,82.537679592612,26.4723925370567,8.11939135334828,46.0067776900355,10.92
ETH,2012,29.0,84.8841807786957,25.8947572519979,8.25072435809326,46.0251304946169,10.6
ETH,2013,30.8,87.224157853982,25.211850100007,8.40852539438314,46.049278944655,9.84
ETH,2014,27.2,89.598740246565,34.8556738500365,8.10965507930829,45.693583831253,9.61
ETH,2015,29.0,92.0367822337439,34.7474253620664,7.82613098972326,45.3239238232061,9.95
ETH,2016,42.9,94.5614799764478,35.9653028600568,7.52479248088213,44.9369457517258,9.95
ETH,2017,44.3,97.1744352590326,26.8916375009929,7.25003355381486,44.5312588587756,9.92
ETH,2018,44.8,99.8298825389562,28.0479493814832,6.93917647771174,44.096639910547,10.09
ETH,2019,48.0,102.552159549746,31.3622280075829,6.67756414972025,43.6304103803931,10.17
ETH,2020,51.1,105.370090895445,30.4576343710593,6.56708996795294,43.0523827643702,10.49
ETH,2021,54.2,108.224068056306,33.2929698466911,6.30729852406946,42.5166824327051,10.68
FIN,2000,100.0,16.9940214714863,461.026454467454,27.9523795517383,47.6160933113155,21.47
FIN,2001,100.0,17.0327587905053,479.28293954633,27.0787452624024,47.7821457790365,21.42
FIN,2002,100.0,17.0740930431071,505.548139049211,27.1472199755126,47.9614138557624,19.39
FIN,2003,100.0,17.1148560359828,523.101150414855,26.697658591249,47.8279449830356,19.07
FIN,2004,100.0,17.1646212941988,557.251376519917,26.0696950423459,47.9748416066233,18.94
FIN,2005,100.0,17.2234676122,589.481735137618,25.806069231984,48.1494033048303,16.94
FIN,2006,100.0,17.3169839860577,606.668427338966,25.6920985541388,48.2200991529155,18.31
FIN,2007,100.0,17.3919563287185,654.014666212126,25.7175408018888,48.2520984543706,16.96
FIN,2008,100.0,17.4840375123396,708.056906230079,25.1485804324585,48.0093483620111,18.11
FIN,2009,100.0,17.5678545574202,729.446640067491,23.9446059077728,48.3657758740056,17.82
FIN,2010,100.0,17.6484106614018,763.779811015571,23.3005009213309,48.0273746137839,16.5
FIN,2011,100.0,17.7309947678436,785.997239788061,22.9946547760376,47.7990827886346,15.4
FIN,2012,100.0,17.8155615518773,791.156089563127,22.7851692652187,48.0583374263808,14.76
FIN,2013,100.0,17.8978314521702,835.555601831291,22.8473610563882,48.1573043910601,15.03
FIN,2014,100.0,17.9720030274112,834.892524358041,21.8952726162332,48.1974127940363,13.75
FIN,2015,100.0,18.0301108880919,878.607493244218,21.7041667588498,48.237231017605,12.2
FIN,2016,100.0,18.0820078312658,933.998865068265,22.1560977715268,47.9922426968028,13.31
FIN,2017,100.0,18.1238944459068,954.452914406761,22.1559855884462,47.8791255944349,14.09
FIN,2018,100.0,18.1479501184522,961.407762928407,22.337261938554,47.8908938728785,13.68
FIN,2019,100.0,18.1673609054717,954.658477877312,21.6402499854782,47.9483945784261,13.04
FIN,2020,100.0,18.1928768835954,964.675290193796,21.9489554032291,47.7521615197919,12.78
FIN,2021,100.0,18.2301659134121,1060.10990527425,21.4137014813781,47.6190425169066,12.59
FJI,2000,76.8,46.0267651888342,32.0340143794862,19.621242459082,32.1114640271827,11.35
FJI,2001,77.7,46.5022441160372,34.158643168917,20.2567846565442,31.8354081143848,10.93
FJI,2002,79.6,46.9649151614669,34.0423685571883,20.8098493150255,31.5577802297036,10.6
FJI,2003,80.0,47.415763546798,36.1697873215082,21.3936900032845,31.278503094938,10.3
FJI,2004,80.6,47.8580186097428,42.8079749517848,21.8096319117885,30.9919234918506,9.82
FJI,2005,81.6,48.2966064586754,41.1625357616854,20.8528116219433,30.7060474550686,10.03
FJI,2006,82.6,48.7337164750958,55.1495687681733,19.9221163442802,31.6194426693445,9.69
