iso3,Year,EG.ELC.ACCS.ZS,EN.POP.DNST,SH.XPD.PVTD.PP.CD,SL.IND.EMPL.ZS,SL.TLF.TOTL.FE.ZS,SuicideRatesPer100k
ARG,2018,100.0,16.3171137395905,982.243051337326,22.3841182119442,42.0493149154833,9.13
ARG,2019,100.0,16.4335255363231,915.31991532858,22.1776444318522,42.2633100586483,9.07
ARG,2020,100.0,16.5133665121004,779.877850274069,22.5512769931685,42.2659141441896,7.84
ARG,2021,100.0,16.5573305708721,910.821565067259,22.0778283348626,42.4041313742487,7.66
ARM,2000,98.9,113.140147523709,70.5371450819388,13.4557930176967,49.1051622606843,3.54
ARM,2001,100.0,112.813487881981,73.1452966843942,13.5651092620801,49.3149513113962,3.2
ARM,2002,98.0,112.391991570074,200.634429027463,13.8436982254112,49.3730739625212,3.34
ARM,2003,99.1,111.784334387074,224.862167561358,14.1797055169796,49.4112452656749,2.68
ARM,2004,99.1,111.166139796277,203.048968538386,14.4425935337336,49.4521672299197,3.61
ARM,2005,99.8,110.516332982086,200.214272503964,14.7983616197381,49.4945140149123,3.87
ARM,2006,99.1,109.838426413769,227.744100478327,15.10822123153,49.5447862945838,5.63
ARM,2007,99.2,109.146469968388,239.447595690025,15.331963665306,49.6091238777145,5.24
ARM,2008,99.2,108.433438707411,388.533916277425,15.4626820642609,49.7588927250818,4.24
ARM,2009,99.3,107.692307692308,442.756479757965,15.1275168356256,49.8995977312518,4.06
ARM,2010,99.8,106.947664207938,530.947924641396,15.1193133076547,50.0982314369723,6.06
ARM,2011,99.5,106.354056902002,584.995719421653,15.0798133710012,50.2150556231092,5.78
ARM,2012,99.5,106.220583069898,673.344606950207,15.1214589804006,50.2480981586908,6.56
ARM,2013,99.4,106.146821215314,851.718626201657,15.1180995448889,50.2561266332289,5.42
ARM,2014,99.7,105.858798735511,851.923453197152,15.1463594930428,50.2671910808466,4.72
ARM,2015,100.0,105.535651563049,838.493773429701,15.1972424098925,50.2761850712628,4.65
ARM,2016,99.8,105.103617843344,877.122702435399,15.2434503265053,50.24198500748,4.71
ARM,2017,99.7,104.650509308044,1085.88254636023,15.4105255684099,50.29866399161,2.57
ARM,2018,99.9,104.285212504391,1142.3365560055,15.5952429077541,50.2177457863202,1.85
ARM,2019,100.0,104.056902002107,1428.59160561043,15.1076360257339,50.7174294151759,2.04
ARM,2020,100.0,104.021777309449,1334.58371007114,12.9802294858445,51.2188762078534,1.55
ARM,2021,100.0,104.049877063576,1528.02230366102,13.8901178917603,50.9312878898809,1.93
ATG,2000,97.7,170.254545454545,336.466797097473,20.1084849861516,44.3012746850849,2.15
ATG,2002,100.0,175.072727272727,364.174617368192,20.1084849861516,44.3012746850849,1.32
ATG,2003,97.9,177.009090909091,397.927371804801,20.1084849861516,44.3012746850849,1.51
ATG,2004,97.9,178.906818181818,409.901413581363,20.1084849861516,44.3012746850849,2.03
ATG,2005,92.2,180.934090909091,458.001668907785,20.1084849861516,44.3012746850849,1.39
ATG,2006,100.0,183.190909090909,517.258312272534,20.1084849861516,44.3012746850849,0.42
ATG,2007,100.0,185.690909090909,568.950874499496,20.1084849861516,44.3012746850849,0.33
ATG,2008,100.0,188.436363636364,545.605335780486,20.1084849861516,44.3012746850849,0.24
ATG,2009,98.5,191.302272727273,435.19446734707,20.1084849861516,44.3012746850849,0.0
ATG,2010,98.7,193.909090909091,475.344412214703,20.1084849861516,44.3012746850849,0.0
ATG,2011,94.6,196.209090909091,492.339655400829,20.1084849861516,44.3012746850849,0.0
ATG,2012,100.0,198.318181818182,486.255690937384,20.1084849861516,44.3012746850849,0.0
ATG,2013,100.0,200.145454545455,470.081182967028,20.1084849861516,44.3012746850849,0.0
ATG,2014,100.0,201.738636363636,476.129337600013,20.1084849861516,44.3012746850849,0.43
ATG,2015,100.0,203.202272727273,420.182613348869,20.1084849861516,44.3012746850849,0.42
ATG,2016,100.0,204.475,473.1295253733,20.1084849861516,44.3012746850849,0.5
ATG,2017,100.0,205.609090909091,447.052162373642,20.1084849861516,44.3012746850849,0.0
ATG,2018,100.0,206.65,443.984863569555,20.1084849861516,44.3012746850849,0.0
ATG,2019,100.0,207.645454545455,441.375846598963,20.1084849861516,44.3012746850849,0.0
ATG,2020,100.0,208.740909090909,439.001839433461,20.1084849861516,44.3012746850849,0.72
ATG,2021,100.0,209.884090909091,409.570228724009,20.1084849861516,44.3012746850849,1.41
AUS,2000,100.0,2.47696679379873,602.269841788612,22.4184458925157,43.8381663556757,11.91
AUS,2001,100.0,2.50897530687424,652.362446970098,21.528312244985,44.1655965484144,12.08
AUS,2002,100.0,2.53767882014501,677.446810487949,21.6857067350928,44.2708013736693,11.24
AUS,2003,100.0,2.5670355232157,727.935452748899,21.6459128953145,44.641377969827,10.22
AUS,2004,100.0,2.5946294729443,774.072191374992,21.9709486448811,44.5360637126181,9.76
AUS,2005,100.0,2.62640667508428,795.775371496367,21.7962022603426,44.8785823390265,10.58
AUS,2006,100.0,2.66208895773401,851.67524815026,21.9990269319187,45.0346032247332,10.11
