iso3,Year,BX.TRF.PWKR.CD.DT,BX.TRF.PWKR.DT.GD.ZS,DC.DAC.TOTL.CD,DT.TDS.DPPG.GN.ZS,EG.ELC.ACCS.ZS,EN.POP.DNST,FP.CPI.TOTL.ZG,FS.AST.PRVT.GD.ZS,GC.XPN.COMP.ZS,GC.XPN.GSRV.ZS,GC.XPN.TOTL.GD.ZS,HD.HCI.OVRL.UB,IQ.CPA.FISP.XQ,IQ.CPA.MACR.XQ,IT.MLT.MAIN.P2,IT.NET.BBND.P2,IT.NET.USER.ZS,MS.MIL.TOTL.P1,MS.MIL.TOTL.TF.ZS,NE.CON.GOVT.ZS,NE.CON.TOTL.ZS,NE.GDI.TOTL.ZS,NV.AGR.TOTL.CD,NV.AGR.TOTL.ZS,NV.IND.MANF.ZS,NV.IND.TOTL.ZS,NV.SRV.TOTL.ZS,NY.ADJ.NNTY.PC.KD.ZG,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,NY.GDP.PCAP.KD.ZG,NY.GDP.PCAP.PP.CD,NY.GNP.MKTP.KD.ZG,NY.GNS.ICTR.GN.ZS,NY.GNS.ICTR.ZS,PV.EST,RL.EST,SE.ADT.LITR.MA.ZS,SE.COM.DURS,SE.PRM.ENRR,SE.PRM.GINT.ZS,SE.PRM.NINT.FE.ZS,SE.SEC.ENRR,SE.TER.ENRR,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SG.GEN.PARL.ZS,SH.XPD.CHEX.GD.ZS,SH.XPD.CHEX.PP.CD,SH.XPD.EHEX.CH.ZS,SH.XPD.EHEX.PP.CD,SH.XPD.GHED.CH.ZS,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GE.ZS,SH.XPD.OOPC.CH.ZS,SH.XPD.OOPC.PP.CD,SH.XPD.PVTD.PP.CD,SI.DST.10TH.10,SI.DST.FRST.20,SI.SPR.PC40.ZG,SL.AGR.EMPL.ZS,SL.EMP.TOTL.SP.NE.ZS,SL.EMP.TOTL.SP.ZS,SL.IND.EMPL.ZS,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.NE.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS,SP.POP.65UP.TO.ZS,SP.POP.GROW,SP.POP.TOTL.FE.ZS,SP.URB.TOTL.IN.ZS,VA.EST,SuicideRatesPer100k
AFG,2012,219416087.481463,1.10218743514509,5880900100.05236,0.0496648894299881,69.1,46.8546892967205,6.44121280934117,4.47210362973721,28.8093672830339,68.1074557936164,42.3292514484608,0.588400274515152,3.0,3.5,0.295,0.00490837,5.45,338150.0,4.49756188653136,15.8265248737495,79.45290853610645,23.1150021289388,4855571648.43621,24.390873626371,12.4860851363953,21.1578071539751,50.5793979236606,2.301710801357805,19907329777.5872,651.417134470046,8.27936899310519,1988.42930381554,3.52845242018432,21.986041550184297,21.49402750755765,-2.41856145858765,-1.6518931388855,93.0,9.0,106.283401489258,117.03964,70.16112,54.2063903808594,34.61758422851565,6.48944759368896,2.60419988632202,27.710843373494,7.89716864,154.907340394318,21.17189598,32.7968211401995,4.34189463,0.34288675,1.37000275,74.48620605,115.384606475647,115.384605373971,26.9,7.1,1.6,50.4337758395886,46.162,43.267,17.154523449935,17.3341342003836,7518518.0,1.692,47.6053053475006,50.0567833137882,2.33791133871121,4.04786256315645,49.4997714989453,24.16,-1.26743006706238,7.53
AFG,2013,347165291.814146,1.72321110990224,4522099991.45567,0.057796378834158,68.0,48.4839765113534,7.38577178397855,4.3216854169302,28.8305202485778,67.0283936941842,42.0936844468805,0.588400274515152,3.0,3.5,0.303,0.00474343,5.9,330650.0,4.20804182054156,15.8265248737495,79.45290853610645,23.1150021289388,4595531180.00041,22.8106627361766,11.4998672561905,20.4446053132561,52.6827434733525,2.301710801357805,20146416757.5987,637.087099117099,2.0520682606117,2133.24127098647,3.52845242018432,21.986041550184297,21.49402750755765,-2.51934909820557,-1.60975515842438,93.0,9.0,107.695976257324,116.43935,70.16112,54.7542190551758,34.61758422851565,7.13206768035889,3.45445990562439,27.710843373494,8.80596447,177.620084430486,22.91737556,40.7058623862727,5.03476191,0.44335932,1.77506959,72.04785919,127.971476986687,127.971474851054,26.9,7.1,1.6,47.7279987371512,56.973,43.297,19.5295086542325,18.2833912859109,7857574.0,6.642,47.161386009242,50.4888449766978,2.34976901406028,3.41822667584596,49.4826501870302,24.373,-1.24013912677765,7.4
AFG,2014,253367821.603343,1.23611373619901,4384499996.13688,0.103349374271186,89.5,50.2775447311531,4.67399603536345,3.94105709996345,28.5808909988014,66.7160689790889,44.5892994893339,0.588400274515152,2.5,3.5,0.311,0.00457421,7.0,308800.0,3.75230144395559,15.8265248737495,79.45290853610645,23.1150021289388,4537457828.43798,22.1370413719574,11.477587555803,21.2296632181805,52.9908650351499,2.301710801357805,20497128555.6972,625.054941813938,-0.939984755736006,2224.49074815215,3.52845242018432,21.986041550184297,21.49402750755765,-2.41106843948364,-1.4377019405365,93.0,9.0,109.115516662598,112.2448,58.29969,54.235481262207,8.31087017059326,7.96457004547119,3.69521999359131,27.710843373494,9.52887821,201.790858687031,21.98381996,44.3613419193339,4.96025801,0.47265697,1.86067402,73.05592346,147.420175421169,147.420164269792,26.9,7.1,1.6,44.7985873110296,47.631,43.368,22.0467416152603,19.2702186833505,8229616.0,7.915,46.7130662681856,50.9303980666568,2.35653566515757,3.63251884652008,49.4681150334178,24.587,-1.13552260398865,7.2
AFG,2015,348624717.302647,1.82199581344675,3778189984.5507,0.142426644844676,71.5,51.8709105683578,-0.661709164713742,3.98149379462535,33.6964479786467,61.0392511416818,37.0225695736427,0.588400274515152,2.5,3.5,0.325,0.0208887,8.26,319400.0,3.72466666915444,15.8265248737495,79.45290853610645,23.1150021289388,3948217043.4989,20.6343227166798,11.4200060049012,22.1240424906926,53.2352934986503,2.301710801357805,19134221644.7325,565.569730408751,-1.66505744749013,2284.07584789349,3.52845242018432,21.986041550184297,21.49402750755765,-2.56262516975403,-1.51620066165924,50.212100982666,9.0,106.182418823242,108.47538,57.20021,53.2851409912109,34.61758422851565,7.28490495681763,3.2558000087738,27.710843373494,10.10534763,215.22618730457,16.44546318,35.394944712401,5.1722393,0.52267277,2.01440597,78.3822937,168.699226047881,168.699231474153,26.9,7.1,1.6,44.2968985704854,56.973,42.896,20.8147344539696,20.2941507106953,8575264.0,6.642,46.2593370280565,51.3839679093288,2.35669506261475,3.11995924146907,49.4572024089551,24.803,-1.11762809753418,7.25
AFG,2016,627710802.377386,3.46484306572226,3551740001.22958,0.164954212117975,97.7,53.2030296061205,4.38389195513915,3.88832174612488,30.0932594614547,58.7751349859377,43.9227656125389,0.588400274515152,3.0,3.5,0.329,0.0253627,11.0,323000.0,3.63591541487427,15.8265248737495,79.45290853610645,23.1150021289388,4663262627.13517,25.7403140364582,4.1141966128347,10.4668076938201,59.0232164144095,2.301710801357805,18116572395.0772,522.082215583898,-0.300121027406746,2213.1814410479,3.52845242018432,21.986041550184297,21.49402750755765,-2.6621561050415,-1.52253365516663,93.0,9.0,106.150283813477,101.90027,70.16112,53.5063400268555,34.61758422851565,8.26023578643799,4.54397010803223,27.710843373494,11.81859016,238.744805717295,18.94781876,45.2369354068827,5.0778451,0.60012972,2.14110541,75.97433472,181.384790056211,181.384780487855,26.9,7.1,1.6,44.3694895501554,56.973,42.449,19.2959876584963,21.3541814997194,8883595.0,6.642,45.801448689147,51.843053949596,2.35549736125691,2.53571991833963,49.449550069908,25.02,-1.03783690929413,7.16
AFG,2017,822731630.245558,4.38709328246437,3246749972.57441,0.161366154335676,97.7,54.7183278904681,4.97595150553833,3.84188120492596,33.9507846723033,54.7788688983146,39.2201099807684,0.403,3.0,3.5,0.333,0.0257279,13.5,323000.0,3.50177143016357,15.8265248737495,79.45290853610645,23.1150021289388,4954700541.75017,26.4201990834448,3.53042246146676,10.0518739969063,58.3290500097748,2.301710801357805,18753456497.8159,525.469770891619,-0.195569548342789,2335.79586234454,3.52845242018432,21.986041550184297,21.49402750755765,-2.7949755191803,-1.58117640018463,93.0,9.0,106.129997253418,101.90027,70.16112,55.4021492004395,34.61758422851565,8.20247173309326,4.34319019317627,27.710843373494,12.62081718,264.206605700799,19.42013359,51.3092777942358,5.09581852,0.64313394,2.31911564,75.48258209,199.429963737465,199.433833003169,26.9,7.1,1.6,43.9890277482446,42.015,42.014,18.026459473784,22.4631265094613,9223903.0,11.184,45.3646045386981,52.2756584397329,2.35973702156897,2.80833730805469,49.4549248947888,25.25,-0.990954160690308,7.22
AFG,2018,803546453.786557,4.45098621835989,3123159989.48738,0.178605787373275,93.4,56.3344817012404,0.626149149168847,3.51231703339133,24.3289207281494,13.1101753136205,25.4405148099364,0.405301719903946,3.0,3.5,0.348,0.0435429,16.8,272900.0,2.96120110396702,15.8265248737495,79.45290853610645,23.1150021289388,3979453237.53176,22.0428967527575,6.16017721650239,13.3872469597976,59.4774229106653,2.301710801357805,18053222687.4126,491.337221382603,-1.71374269254262,2432.27670083336,3.52845242018432,21.986041550184297,21.49402750755765,-2.75344133377075,-1.68912386894226,93.0,9.0,107.780532836914,110.77532,70.16112,57.0392990112305,9.96378993988037,14.0369701385498,4.32492995262146,16.8,14.20841885,299.372497750532,19.73445702,59.0795367321767,3.88780427,0.55239552,1.90904689,76.22302246,228.190772242824,228.653940383628,26.9,7.1,1.6,44.2482711700717,56.973,40.468,18.3076601254034,21.7516226112499,9215855.0,6.642,44.9596071789272,52.6732723441847,2.36712047688815,2.91080959861384,49.4744514736519,25.495,-1.00768673419952,7.13
AFG,2019,828571904.111179,4.40742759471936,3435269961.72964,0.171797192264794,97.7,58.0410606687825,2.30237251516834,3.22995723026215,24.3289207281494,13.1101753136205,25.4405148099364,0.588400274515152,3.0,3.5,0.356,0.0519942,17.6,278000.0,3.02353649142082,15.8265248737495,79.45290853610645,23.1150021289388,4845363322.05338,25.7739707394105,7.04318108092508,14.0581123697768,55.4728067408306,2.301710801357805,18799444490.1128,496.6025042585,0.856294729087764,2583.48533239877,3.52845242018432,21.986041550184297,21.49402750755765,-2.65253973007202,-1.74210047721863,93.0,9.0,110.007507324219,101.90027,70.16112,88.118782043457,34.61758422851565,14.0369701385498,4.32492995262146,27.8688524590164,14.83131981,320.826991868121,19.83023643,63.6207503187403,3.35139465,0.49705607,1.77526009,76.818367,246.454051673434,246.454060019392,26.9,7.1,1.6,45.0509589051832,56.973,38.922,18.2147655674839,20.9067977474871,9194531.0,6.642,44.5768321059625,53.0470145105464,2.37615338349114,2.98438913621969,49.4939087921871,25.754,-1.00671291351318,6.94
AFG,2020,788917115.24523,3.95329685319887,2719439966.32286,0.142751446454677,97.7,59.9006163469942,5.60188791482224,3.09659808966059,24.3289207281494,13.1101753136205,25.4405148099364,0.412617266178131,3.0,3.5,0.373,0.0680079,17.0,165000.0,1.82108954131721,22.1092193573017,114.41256679301,11.5,5981905980.86851,29.9755825210461,7.52811462924912,12.9525996015547,52.5721090890613,2.301710801357805,19955929052.1496,510.787063366811,-5.38251464221077,2561.98176058622,3.52845242018432,-2.71744873006827,-2.73776944122657,-2.702721118927,-1.83140671253204,93.0,9.0,101.743350982666,101.90027,70.16112,88.118782043457,10.8584403991699,14.0369701385498,4.32492995262146,27.0161290322581,15.53361416,324.667104880284,16.13204002,52.3754283794342,7.63642311,1.18621242,4.24602795,74.81396484,242.896314639209,247.498716298377,26.9,7.1,1.6,45.9834110129553,36.71,36.71,18.4813121380722,19.8349761768377,9060510.0,11.71,44.2241042439322,53.4051619316696,2.37073382439812,3.15360920291972,49.5112221898607,26.026,-1.07826685905457,6.94
AFG,2021,320000000.0,2.24403998810715,3733709989.7787,0.134071382491436,97.7,61.3286907992579,5.13320340824963,36.0581396070456,24.3289207281494,13.1101753136205,25.4405148099364,0.588400274515152,3.5,3.5,0.364,0.0664243,16.5,34600.0,0.928209783292858,21.2623843883974,109.740707113011,13.0,4791018919.53499,33.5976188725451,8.49315681616916,14.2736570191788,47.160422387969,-21.3800895564922,14259995441.0759,356.496214115892,-22.5844818732987,2144.16657002819,-20.8563140190938,21.986041550184297,21.49402750755765,-2.51867604255676,-1.87723398208618,52.0,9.0,101.743350982666,101.90027,70.16112,88.118782043457,34.61758422851565,14.0369701385498,4.32492995262146,27.0161290322581,21.508461,360.758387791744,19.34802628,69.7996261805229,3.30272126,0.71036452,3.96101093,77.21405029,278.556177450785,279.043913629605,26.9,7.1,1.6,45.9551993550382,46.906,36.022,18.5222619343237,17.9461351135492,9183905.0,5.679,43.90812524631,53.7393252349501,2.35254951873996,2.35609779179185,49.5343797958881,26.314,-1.56838941574097,6.97
AGO,2000,509472024.23130953,1.54245574103444,234519998.99745,22.5483306150677,24.2,12.9901892997513,324.996871601321,36.0581396070456,23.9661079473176,52.4924781217681,21.8300194095745,0.588400274515152,3.5,3.5,0.401,2.907935,0.105,117500.0,1.72397122567312,15.8265248737495,79.45290853610645,23.1150021289388,517163213.467318,5.66468956353548,2.89016332100962,72.1229549419033,22.2123554945612,2.301710801357805,9129594970.15301,563.733795571487,-0.302928309232016,3326.77991383311,3.52845242018432,21.986041550184297,21.49402750755765,-2.03817391395569,-1.60150170326233,93.0,4.0,101.743350982666,101.90027,70.16112,12.8563404083252,34.61758422851565,5.2550802230835,2.60753011703491,15.4545454545455,1.90859938,63.4003107420659,0.51365387,0.325658172296901,58.20957184,1.11098742,2.73858261,27.3046875,17.3112578858562,26.1696025756805,40.2,3.2,1.6,37.6802847998839,56.973,64.479,8.41812161825672,50.3998512836396,6815659.0,6.642,45.6185056396105,51.7076319576167,2.67386240277283,3.31228746945312,50.8791333847776,50.087,-1.45806467533112,29.91
AGO,2002,509472024.23130953,1.54245574103444,348780001.208187,10.4377374512691,26.3,13.8988521697281,108.897436089429,36.0581396070456,37.7595866238821,43.8348549210596,21.1229588884631,0.588400274515152,3.5,3.5,0.463,2.907935,0.27,110000.0,1.50421570124963,19.1305785372378,60.6384273766316,30.4931731253335,892609805.416271,5.8395499748266,3.66182566484066,56.0757965388459,37.9075789655613,2.301710801357805,15285592370.374,882.147847234303,9.85780236264033,3824.28480436462,3.52845242018432,32.3347229850616,28.8768162483063,-1.5761798620224,-1.63334381580353,93.0,4.0,101.743350982666,101.90027,70.16112,15.6130504608154,0.754029989242554,14.0369701385498,4.32492995262146,15.4545454545455,3.32946134,127.319645254125,1.27742219,1.62640937174227,39.30446243,1.30862689,4.19123077,49.66205215,63.2295481149711,75.6509303784096,26.9,7.1,1.6,36.6266999159816,56.973,64.587,8.86785034795357,50.4730006272579,7312781.0,6.642,45.4313597716766,51.8486657735495,2.71997445477399,3.40747615681454,50.8887244636463,52.461,-1.23877906799316,27.85
