iso3,Year,SL.TLF.TOTL.FE.ZS,SP.POP.TOTL.FE.ZS,EN.POP.DNST,SE.COM.DURS,SL.IND.EMPL.ZS,SH.XPD.OOPC.CH.ZS,NY.GDP.MKTP.CD,SP.URB.TOTL.IN.ZS,SL.TLF.TOTL.IN,SH.XPD.EHEX.PP.CD,GC.XPN.COMP.ZS,NV.IND.MANF.ZS,EG.ELC.ACCS.ZS,SL.AGR.EMPL.ZS,MS.MIL.TOTL.P1,SP.POP.1564.TO.ZS,MS.MIL.TOTL.TF.ZS,SE.XPD.TOTL.GD.ZS,IT.MLT.MAIN.P2,DT.TDS.DPPG.GN.ZS,SuicideRatesPer100k
CUB,2007,38.0432839064082,50.1416772678396,106.043517474634,9.0,18.0310958240908,9.78314972,54262870370.3704,76.32,4988644.0,2.02273872286598,24.3289207281494,14.5102970962683,97.1,18.7419123343993,76000.0,69.7472839430429,1.52346008253946,11.8682098388672,9.35,1.50003420459832,9.91
CUB,2008,38.4403338495139,50.1888190700442,106.085700864337,9.0,18.0833371356725,8.83751297,56302129629.6296,76.413,5010521.0,3.79388561154705,24.3289207281494,14.6622965054608,97.3,18.5744371270539,76000.0,69.7627823612817,1.516808331908,14.0590801239014,9.64,1.50003420459832,10.35
CUB,2009,38.7003941205138,50.2353754674751,106.113481773769,9.0,17.5705721480213,8.0996418,57481481481.4815,76.505,5142082.0,2.14823393727799,24.3289207281494,14.9806701030928,97.6,18.7277354494759,75500.0,69.7180173442997,1.46827685750636,13.1248598098755,9.91,1.50003420459832,11.02
CUB,2010,38.704824212407,50.2814140835301,106.138754227734,9.0,17.0823595615068,9.1819706,59562962962.963,76.597,5096065.0,0.798924192854014,24.3289207281494,15.6308294988186,97.8,18.6007995730029,75500.0,69.6395562911815,1.48153526299213,12.8373098373413,10.3,1.50003420459832,11.38
CUB,2011,38.9859365808478,50.3274102334976,105.757568101214,9.0,17.141371081035,10.81637955,68990000000.0,76.689,5113408.0,4.24070218313011,24.3289207281494,15.3399043339614,98.0,19.6882300008181,75500.0,69.541831839131,1.47651038211698,4.32492995262146,10.6,1.50003420459832,11.07
CUB,2012,39.2688797151172,50.3545508231094,105.984819360707,9.0,19.1872935194898,13.13097286,73141000000.0,76.781,5130811.0,3.11071375196731,24.3289207281494,16.1031432438714,98.3,19.2607402167303,75500.0,69.4125956020058,1.47150226348232,11.5516605377197,10.8,1.50003420459832,10.69
CUB,2013,39.5173788041359,50.3635102611326,108.40689886778,9.0,17.2054206181964,12.27119064,77148000000.0,76.827,5147391.0,2.69327483306474,24.3289207281494,15.7333955514077,98.5,18.6142911955131,75500.0,69.2751590025551,1.46676248219729,10.6716957092285,11.0,1.50003420459832,10.61
CUB,2014,39.6407054879472,50.3748966841093,108.496202653336,9.0,16.8872930861265,9.63887787,80656100000.0,76.861,5156828.0,2.98919208354357,24.3289207281494,15.0875135296648,98.7,18.8995670645389,75500.0,69.177554524277,1.46407830550098,9.6074686050415,11.2,1.50003420459832,10.17
CUB,2015,39.961841037562,50.3891241770335,108.309942363112,9.0,16.7862881310124,9.62183094,87132800000.0,76.896,5174669.0,1.52257664146486,24.3289207281494,14.9087370083367,99.0,18.6673834252546,75500.0,69.1005980497939,1.45903051963324,8.96333694458008,11.5,1.50003420459832,10.35
CUB,2016,40.0038638010142,50.4080248451638,108.2815455594,9.0,16.8445808153936,10.28543472,91370407863.7,76.93,5176250.0,2.68742042879996,24.3289207281494,13.8502063150225,99.2,18.4117537477096,75500.0,69.0352774443146,1.45858488287853,9.01313304901123,11.7,1.50003420459832,9.72
CUB,2017,40.1059337071131,50.4327279513229,108.360587668593,9.0,16.7284749710796,10.70137501,96850649691.7406,76.977,5170781.0,1.90873496472458,24.3289207281494,13.500477324227,99.4,18.2250556766583,76000.0,68.9697496290173,1.46979730914924,4.32492995262146,12.0,1.50003420459832,10.56
CUB,2018,40.221426052219,50.4596861331364,108.16105973025,9.0,16.6470792670977,11.17386532,100050036096.123,77.037,5154678.0,2.20687852693416,24.3289207281494,12.8129080210264,99.6,17.9947318282711,76000.0,68.8443538601961,1.47438889490284,4.32492995262146,12.3,1.50003420459832,10.02
CUB,2019,40.1680620756744,50.487518975089,107.927225433526,9.0,16.3126410117894,10.85016251,103427600000.0,77.109,5122393.0,3.40976403306042,24.3289207281494,12.4792608549362,99.8,17.6874860974292,76000.0,68.6787371406008,1.48368155274302,9.04696941375732,12.9,1.50003420459832,9.52
CUB,2020,39.9589128869259,50.5178746591129,107.672003853565,9.0,16.0457298277042,8.92000961,107351800000.0,77.194,4836553.0,1.45973822759309,24.3289207281494,11.1969245042934,99.9,17.8970031967734,76000.0,68.5249769289699,1.57136704591059,4.32492995262146,13.4,1.50003420459832,9.87
CUB,2021,39.8963466254102,50.5701855969088,107.149980732177,9.0,16.1401679422621,8.39372444,25717409842.4479,77.292,4841907.0,0.383727384677936,24.3289207281494,10.5350539664967,100.0,17.7834685027026,34600.0,68.4894721744236,0.928209783292858,9.38586235046387,13.8,1.50003420459832,9.22
CYP,2000,40.3625067761955,49.1724932623941,102.561363636364,9.0,23.7698432381236,55.90191269,9985847313.85485,68.648,444571.0,6.05946137995049,35.3974279077673,8.14938465220901,100.0,5.40435210838465,10800.0,67.7746337978603,2.42930825447454,4.98954010009766,63.1,1.50003420459832,1.84
CYP,2001,41.4135381480197,49.1904074878102,104.342748917749,9.0,23.6946483146318,55.2161293,10397898907.1038,68.769,467154.0,6.04359775290342,33.8246302367001,7.74583768105736,100.0,4.83837865572088,10800.0,68.2330232427885,2.31187145994683,5.11552000045776,61.7,1.50003420459832,1.88
CYP,2002,41.8898878099052,49.2141139550049,106.21645021645,9.0,23.1816536902164,52.7716217,11420228846.1538,68.694,477404.0,8.13410120134829,33.4449033850828,7.73367905364957,100.0,5.25443304866765,10100.0,68.5793833550701,2.11560858308686,5.58166980743408,59.9,1.50003420459832,1.93
CYP,2003,42.2226057361192,49.2392881081243,108.180735930736,9.0,22.8750889828734,47.65464783,14547329558.3239,68.553,498316.0,7.9901524297191,34.1736974689112,7.34044815797103,100.0,5.18654997696914,10100.0,68.8946468051901,2.02682635115068,6.6702299118042,58.7,1.50003420459832,1.94
CYP,2004,42.0573155636082,49.2612066695747,110.159632034632,9.0,23.9909872599712,49.88217926,17320551250.0,68.41,512182.0,7.73105838374207,34.2355706249518,7.20915998559803,100.0,4.82579333024434,11000.0,69.2887784409783,2.14767406898329,6.11772012710571,57.1,1.50003420459832,0.84
CYP,2005,41.9269340837819,49.280751550691,112.137554112554,10.0,24.0471547597944,49.8321991,18433412510.8817,68.268,525197.0,8.11431438095155,32.9038357171618,6.80259827299489,100.0,4.73864240705226,10750.0,69.7420213163809,2.04685099115189,6.28667020797729,56.5,1.50003420459832,2.14
CYP,2006,42.5418703481259,49.2994239476185,114.114502164502,10.0,22.6451443416329,48.32824707,20072754986.8272,68.125,538627.0,9.84611552203763,33.2763607678149,6.13120268240117,100.0,4.26087548770639,10750.0,70.2200171089644,1.99581528590286,6.3302698135376,53.9,1.50003420459832,3.04
CYP,2007,43.2919766621234,49.3180847830829,116.094588744589,10.0,22.5193779609113,48.79761124,23968727073.6381,67.982,556863.0,11.0255022640297,33.1641234213021,5.74278624761529,100.0,4.38504653327999,10750.0,70.6808015374096,1.93045686281904,6.28082990646362,52.7,1.50003420459832,2.7
CYP,2008,43.699909897093,49.3364508852668,118.076406926407,10.0,23.0456745333635,51.40008163,27844646257.507,67.839,569349.0,9.83976711229995,32.5759255154068,5.47540866322909,100.0,4.23111737267412,10750.0,71.0925903266328,1.888121345607,6.72276020050049,51.9,1.50003420459832,5.41
CYP,2009,44.1292429161115,49.3534179698063,120.061796536797,10.0,21.8217190854892,49.92380524,26048179949.1741,67.695,583119.0,12.3254991007937,33.7022805660105,5.37828510808119,100.0,3.92950434330847,10750.0,71.4358406700734,1.84353451010857,7.2054500579834,50.6,1.50003420459832,3.99
CYP,2010,44.6800261576682,49.3665633401193,122.058008658009,10.0,20.4026981594089,43.10596848,25799940077.6075,67.551,600971.0,19.9517450394961,32.8617526099336,5.05298588308889,100.0,3.79526400523142,12750.0,71.6949964821405,2.12156659805548,6.52559995651245,49.2,1.50003420459832,4.54
CYP,2011,44.6943113708664,49.3870437935513,124.079329004329,10.0,20.8978262030657,41.3747139,27641547909.7011,67.406,610147.0,20.8213181042134,32.4906490913683,4.60055670048582,100.0,3.82826826185262,12750.0,71.8255025654333,2.08966036053607,6.52042007446289,47.0,1.50003420459832,3.79
CYP,2012,44.3281883605007,49.4162499270634,126.125216450216,10.0,20.1707042232976,42.37166595,25047436974.6819,67.261,623910.0,19.7785197685325,26.0440417032057,4.18997390765357,100.0,2.91247442718723,12750.0,71.8250518921878,2.0435639755734,5.89526700973511,43.1,1.50003420459832,5.11
CYP,2013,44.4804975006888,49.4428982299951,128.127164502165,10.0,17.5626412572553,42.59913254,23959712860.8331,67.137,635175.0,23.6482996257738,30.0471453607484,3.88480353979907,100.0,3.10540700861247,12750.0,71.7655281929563,2.00732081709765,6.46747016906738,40.7,1.50003420459832,5.3
CYP,2014,45.2995359895693,49.4661761805823,130.065043290043,10.0,16.5175316133335,45.11090088,23225918259.9824,67.031,651925.0,22.7763195978949,24.4612565621592,4.07749354093701,100.0,4.43008057689982,12750.0,71.6676353521237,1.95574644322583,6.42111015319824,38.7,1.50003420459832,4.92
CYP,2015,45.7734063282917,49.4875777161497,131.980735930736,10.0,16.2250991736721,43.62483215,19909278416.8575,66.946,657397.0,25.1626161762815,28.452754590985,4.26012306069838,100.0,3.99523107107566,12750.0,71.5197152279025,1.93946732339819,6.30491018295288,38.2,1.50003420459832,4.34
CYP,2016,45.4424114091288,49.508654423646,133.88658008658,10.0,17.0502989714135,44.6070137,21046462280.5979,66.881,663048.0,4.97970143606758,29.2026367322172,4.57051335723455,100.0,3.64348114026952,15750.0,71.326455758874,2.37539363665979,6.11811017990112,37.5,1.50003420459832,4.56
CYP,2017,45.5250023570452,49.5291702377868,135.744047619048,10.0,17.0473161640347,44.75834656,22946570628.7576,66.836,678816.0,10.4447725974649,29.5097737931403,4.89209027649162,100.0,2.52780670279161,16000.0,71.117190760722,2.35704520812709,5.69961977005005,36.7,1.50003420459832,4.0
CYP,2018,45.3779010254788,49.5453425846576,137.525649350649,10.0,16.6609555014168,44.3609581,25754001367.5448,66.81,698503.0,10.2728359835142,26.3915885194658,5.29758788521149,100.0,2.16570515679104,16000.0,70.908704590838,2.29061292506976,5.0253529548645,35.6,1.50003420459832,5.05
CYP,2019,45.2397432186599,49.55750149028,139.250108225108,10.0,18.4348211112249,33.72646713,26196667099.5303,66.805,715161.0,21.3899755701053,28.3507385663711,5.40632833314545,100.0,2.41073633860853,16000.0,70.6890608830614,2.23725846347885,5.21260023117065,36.5,1.50003420459832,3.9
CYP,2020,44.7250903763911,49.575426493264,140.935822510823,10.0,19.5112800647287,21.36680603,25555093854.2968,66.821,719491.0,8.62520572467812,27.8618262906476,5.63141765322206,100.0,2.73168467951297,13000.0,70.4395285842361,1.80683288602637,5.63694000244141,34.8,1.50003420459832,3.3
CYP,2021,44.6115472185408,49.5985752762452,142.565909090909,10.0,17.915479875251,13.75382042,30372874319.6285,66.856,735675.0,41.6588287920357,27.0663016216423,4.98799400297888,100.0,2.85329641419976,34600.0,70.1591161068193,0.928209783292858,5.23585987091064,33.7,1.50003420459832,2.67
CZE,2000,44.2972699032443,51.3161334338334,132.717264138734,9.0,40.2964562719574,10.1975069,62175642238.0847,73.988,5175714.0,6.946052627743034,12.8634986700203,23.2363628786932,100.0,5.29722000644931,63300.0,69.7775985551741,1.22301966453324,3.64034008979797,37.8,1.50003420459832,13.47
CZE,2001,44.2461778697893,51.2890569986895,132.219554807817,9.0,40.2539144171352,10.64326668,68135304463.9641,73.877,5146214.0,6.946052627743034,13.036318455813,23.5170981033148,100.0,4.97203836910198,59200.0,70.1346060022267,1.15036024541537,3.73283004760742,37.7,1.50003420459832,13.23
