indicator,countryiso3code,date,value,country_id,country_name
NY.ADJ.NNTY.PC.CD,CIV,2021,2164.04317815456,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2020,1972.11548154409,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2019,1929.04507419598,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2018,1947.71213990439,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2017,1783.15386965419,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2016,1720.58815655954,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2015,1715.60341563536,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2014,1894.47268249757,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2013,1183.40512328937,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2012,1040.7160086954,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2011,982.611828550139,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2010,1005.80080521474,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2009,996.078826372319,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2008,996.245088204773,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2007,852.064174835756,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2006,749.700478039123,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2005,748.069272521875,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2004,700.534924259306,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2003,638.85697076165,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2002,539.893030528818,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2001,504.5245287927,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.CD,CIV,2000,501.38670972835,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2021,71.1,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2020,69.9,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2019,68.6,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2018,67.1,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2017,65.6,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2016,64.3,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2015,62.6,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2014,61.9,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2013,61.5,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2012,55.8,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2011,55.8,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2010,58.4,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2009,57.3,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2008,60.3,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2007,55.3,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2006,60.2,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2005,58.9,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2004,52.4,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2003,51.5,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2002,51.4,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2001,49.7,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,CIV,2000,48.7,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2021,0.852966962347864,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2020,1.79756724913788,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2019,2.36503713585785,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2018,1.9607053189809,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2017,-0.110867128125818,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2016,2.43410867735506,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2015,5.08616838635636,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2014,61.068435615397,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2013,4.98499279293196,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2012,30.044798161399,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2011,-18.2833436075082,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2010,4.00858648421583,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD.ZG,CIV,2009,2.20957122470686,CI,Cote d'Ivoire
FX.OWN.TOTL.ZS,CIV,2021,50.76,CI,Cote d'Ivoire
FX.OWN.TOTL.ZS,CIV,2017,41.33,CI,Cote d'Ivoire
FX.OWN.TOTL.ZS,CIV,2014,34.32,CI,Cote d'Ivoire
EG.ELC.ACCS.ZS,PRK,2021,52.6,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2020,50.5,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2019,48.4,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2018,46.3,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2017,44.2,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2016,42.1,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2015,40.0,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2014,37.8,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2013,35.7,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2012,33.6,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2011,31.4,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2010,29.3,KP,"Korea, Dem. People's Rep."
EG.ELC.ACCS.ZS,PRK,2009,26.0,KP,"Korea, Dem. People's Rep."
NY.ADJ.NNTY.PC.KD,CIV,2021,1881.00649864259,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2020,1865.09783033437,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2019,1832.16346002627,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2018,1789.83323924813,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2017,1755.41472928094,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2016,1757.36306724434,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2015,1715.60341563536,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2014,1632.56824563993,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2013,1013.58670269711,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2012,965.458658168668,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2011,742.404672711657,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2010,908.510829353843,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2009,873.495987268048,CI,Cote d'Ivoire
NY.ADJ.NNTY.PC.KD,CIV,2008,854.612710729091,CI,Cote d'Ivoire
SP.POP.DPND.OL,PRK,2021,16.1965013256551,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2020,15.878870687176,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2019,15.6165332649649,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2018,15.5012433289897,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2017,15.5893232490059,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2016,15.8220512591756,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2015,15.8098563949353,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2014,15.5477128981283,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2013,15.3051601075325,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2012,15.0054531217286,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2011,14.6516497581495,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2010,14.2901916620628,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2009,13.9363118879322,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2008,13.5606386348967,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2007,13.1404997538938,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2006,12.6713540432027,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2005,12.1508832631702,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2004,11.5824786033175,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2003,10.9734470102945,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2002,10.3900549793478,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2001,9.86838509097717,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,PRK,2000,9.38697682102958,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,CIV,2021,80.1393004625197,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2020,80.7556512847236,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2019,81.1143931066958,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2018,81.3702001736161,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2017,81.458213233402,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2016,81.3061920795773,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2015,80.9740668521161,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2014,80.4412739579991,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2013,80.7590729222478,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2012,82.1996919688689,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2011,83.9825652863118,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2010,86.2473375272542,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2009,89.0720069956318,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2008,92.4689494267156,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2007,94.4338025908473,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2006,94.5536018470982,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2005,94.602228953393,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2004,94.5771608416815,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2003,94.4757336739062,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2002,94.3405928674512,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2001,94.1992274296653,CI,Cote d'Ivoire
SP.POP.DPND,CIV,2000,94.0530570943928,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2021,75.6222731959684,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2020,76.2438439950736,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2019,76.6075029502628,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2018,76.8693035313277,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2017,76.9508657817809,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2016,76.7795167168973,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2015,76.41361942227,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2014,75.8323452640023,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2013,76.1945312089437,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2012,77.7619287528357,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2011,79.632748960665,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2010,81.9524722836981,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2009,84.8032895421614,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2008,88.2013770633473,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2007,90.125936699097,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2006,90.1755307594983,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2005,90.1567536186238,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2004,90.0691173425894,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2003,89.9101318736965,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2002,89.7228036769212,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2001,89.5326440877859,CI,Cote d'Ivoire
SP.POP.DPND.YG,CIV,2000,89.3384095502287,CI,Cote d'Ivoire
SP.POP.DPND.YG,PRK,2021,27.3577187032642,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2020,27.3204563234955,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2019,27.3292914342465,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2018,27.4868123753252,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2017,27.7817554164453,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2016,28.190276999139,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2015,28.6205540043186,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2014,29.0706867641235,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2013,29.6115404481404,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2012,30.2098854282853,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2011,30.8666814516538,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2010,31.5733780689584,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2009,32.3079306080976,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2008,33.0294799554676,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2007,33.7448036540653,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2006,34.4699348467501,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2005,35.1749786708587,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2004,35.7982130892226,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2003,36.2968864279421,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2002,36.7704188921712,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2001,37.2263385959079,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.YG,PRK,2000,37.6028749649853,KP,"Korea, Dem. People's Rep."
SP.POP.DPND.OL,CIV,2021,4.5170272665513,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2020,4.51180728965001,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2019,4.50689015643299,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2018,4.50089664228843,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2017,4.50734745162115,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2016,4.52667536267998,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2015,4.56044742984608,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2014,4.60892869399685,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2013,4.56454171330405,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2012,4.43776321603321,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2011,4.34981632564674,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2010,4.29486524355611,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2009,4.26871745347039,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2008,4.26757236336831,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2007,4.3078658917503,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2006,4.37807108759986,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2005,4.44547533476919,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2004,4.50804349909216,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2003,4.56560180020967,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2002,4.61778919052998,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2001,4.66658334187947,CI,Cote d'Ivoire
SP.POP.DPND.OL,CIV,2000,4.71464754416408,CI,Cote d'Ivoire
SP.POP.DPND,PRK,2021,43.5542200289193,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2020,43.1993270106715,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2019,42.9458246992114,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2018,42.9880557043149,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2017,43.3710786654511,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2016,44.0123282583146,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2015,44.4304103992538,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2014,44.6183996622518,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2013,44.9167005556729,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2012,45.2153385500139,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2011,45.5183312098033,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2010,45.8635697310212,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2009,46.2442424960299,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2008,46.5901185903644,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2007,46.885303407959,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2006,47.1412888899528,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2005,47.3258619340289,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2004,47.3806916925401,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2003,47.2703334382366,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2002,47.160473871519,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2001,47.0947236868851,KP,"Korea, Dem. People's Rep."
SP.POP.DPND,PRK,2000,46.9898517860149,KP,"Korea, Dem. People's Rep."
NV.AGR.TOTL.KD,CIV,2021,11395666660.1681,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2020,10582634821.4443,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2019,10282233759.5221,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2018,10981289751.4758,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2017,9857237941.18837,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2016,8671379503.04901,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2015,8412570348.02447,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2014,8177200287.56941,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2013,7038224203.0671,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2012,6757306017.98748,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2011,6941767142.26652,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2010,6478192101.84166,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2009,6751663292.52842,CI,Cote d'Ivoire
NV.AGR.TOTL.KD,CIV,2008,6956243468.8158,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2021,11778574737.998,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2020,10672768181.7073,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2019,9472993128.39508,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2018,10447784689.9872,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2017,8896109448.48226,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2016,8439877843.54693,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2015,8412570348.02447,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2014,7444531507.00568,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2013,6560660997.79011,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2012,5944556504.55562,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2011,6783445772.84773,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2010,6109981930.22699,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2009,5167597251.30156,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2008,5515728192.50032,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2007,4480461612.61042,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2006,4031069494.3419,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2005,3861575544.13224,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2004,3912164256.72101,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2003,4415268778.93057,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2002,3382906521.97698,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2001,2904372884.20022,CI,Cote d'Ivoire
NV.AGR.TOTL.CD,CIV,2000,2684757228.51533,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2021,16.1805529630135,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2020,16.9334154768944,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2019,15.6882063635315,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2018,17.8526014022659,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2017,16.9409871496938,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2016,17.4349684074971,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2015,18.3620416868752,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2014,15.2417555256185,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2013,15.3429019354945,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2012,16.3751498758861,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2011,18.4866714886447,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2010,17.4889170707842,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2009,15.2495816385759,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2008,16.1854841829726,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2007,15.5787463255399,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2006,15.9447949066292,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2005,16.0651853584803,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2004,16.640018984398,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2003,20.7760202202729,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2002,18.737314157226,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2001,17.2770975527184,CI,Cote d'Ivoire
NV.AGR.TOTL.ZS,CIV,2000,16.195154514693,CI,Cote d'Ivoire
SI.SPR.PC40.ZG,CIV,2021,1.21,CI,Cote d'Ivoire
SI.SPR.PCAP.ZG,CIV,2021,-0.67,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2020,0.248378159611669,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2019,1.27342847047746,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2018,0.26087085066796,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2017,0.265216423969082,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2016,0.249668764450204,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2015,0.256042028582074,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2014,0.262218545102429,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2009,0.228821124667546,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2008,0.244492453611739,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2007,0.25313932735285,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2005,0.266356123464194,CI,Cote d'Ivoire
MS.MIL.TOTL.TF.ZS,CIV,2004,0.258832664682283,CI,Cote d'Ivoire
MS.MIL.TOTL.P1,PRK,2020,1469000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2019,1469000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2018,1469000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2017,1469000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2016,1469000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2015,1379000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2014,1379000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2013,1379000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2012,1379000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2011,1379000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2010,1379000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2009,1379000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2008,1295000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2007,1295000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2006,1295000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2005,1295000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2004,1295000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2003,1271000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2002,1271000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2001,1271000.0,KP,"Korea, Dem. People's Rep."
MS.MIL.TOTL.P1,PRK,2000,1244000.0,KP,"Korea, Dem. People's Rep."
